LotArea,OverallQual,OverallCond,BedroomAbvGr,GarageArea,SalePrice
11475,5,5,4,888,110000
6240,4,5,2,539,103000
5389,8,5,2,608,236500
9590,7,5,3,438,187500
11404,7,5,3,541,222500
10000,5,6,3,264,131400
8978,5,5,3,300,108000
10800,7,7,2,320,163000
8544,3,4,2,400,93500
10463,8,5,3,800,239900
10800,5,5,3,0,179000
9313,7,5,3,572,190000
9600,5,7,2,360,132000
6768,6,8,3,288,142000
8450,7,5,3,539,179000
12886,5,6,3,480,175000
5395,8,5,2,462,180000
8963,8,9,4,831,299800
8795,7,5,4,554,236000
11700,7,7,4,864,265979
10593,7,5,3,527,260400
8405,4,3,4,240,98000
8800,4,7,3,0,96500
7750,7,5,3,400,162000
9236,6,5,3,576,217000
10240,8,5,3,878,275500
7930,6,8,3,440,156000
3230,6,5,3,440,172500
10769,8,5,3,578,212000
11616,6,5,3,440,158900
2280,7,5,3,440,179400
12257,8,5,4,752,290000
9100,6,6,2,300,127500
6911,5,5,2,440,100000
8640,7,5,3,614,215200
9430,8,5,3,856,337000
9549,8,5,2,481,270000
14587,9,5,2,592,264132
10421,7,5,3,496,196500
12508,6,7,4,423,160000
9100,7,5,3,484,216837
53504,8,5,4,841,538000
7252,5,5,2,576,134900
8877,4,5,2,396,102000
7819,6,5,3,672,107000
10150,5,5,2,275,114500
14226,8,5,3,895,395000
4500,6,5,2,412,162000
11210,7,5,3,865,221500
13350,5,5,3,440,142500
8400,5,5,4,630,144000
10530,6,5,2,504,135000
7875,7,5,3,402,176000
7153,6,5,3,484,175900
16285,7,5,3,605,187100
9101,5,6,1,602,165500
6300,6,6,3,0,128000
9790,6,5,3,457,161500
10800,5,6,4,416,139000
10142,7,5,4,618,233000
6000,4,7,2,281,107900
12205,6,8,5,444,187500
3182,7,5,2,397,160200
11333,6,5,3,539,146800
9920,7,5,3,455,269790
9158,8,5,3,474,225000
10832,7,5,3,409,194500
8400,6,6,3,476,171000
8197,6,5,3,528,143500
7677,5,5,2,240,110000
13518,9,5,4,820,485000
7200,5,7,3,240,175000
12798,6,5,4,603,200000
4800,4,7,2,440,109900
8199,7,5,3,410,189000
13891,9,5,4,1020,582933
9000,5,5,2,286,118000
12274,7,5,3,554,227680
9750,5,5,3,384,135500
21384,5,6,3,528,223500
13400,5,5,3,484,159950
8100,5,5,2,360,106000
10140,6,6,3,484,181000
4438,6,5,1,420,144500
8712,5,5,2,504,55993
9750,6,6,4,301,157900
8248,5,7,3,280,116000
12137,7,5,3,598,224900
11425,5,6,2,275,137000
13265,8,5,3,857,271000
8816,6,7,3,440,155000
6371,7,5,2,484,224000
7226,7,5,3,595,183000
6000,4,4,2,576,93000
12394,7,5,3,433,225000
9900,6,7,3,240,139500
11216,8,5,3,776,232600
14803,10,5,2,1220,385000
6130,5,6,2,0,109500
8529,7,5,3,527,189000
28698,5,5,3,538,185000
2544,7,5,2,480,147400
11900,6,5,3,458,166000
3180,7,5,2,480,151000
9548,7,6,3,613,237000
10004,6,6,3,472,167000
7875,5,6,3,456,139950
9600,4,7,2,436,128000
8100,5,6,2,812,153500
1680,6,5,2,264,100000
9525,5,6,3,352,144000
11767,5,6,3,240,130500
12155,6,8,4,400,140000
10440,5,8,3,686,157500
9020,6,7,3,490,174900
8000,5,4,6,0,141000
12665,5,8,4,720,153900
16647,5,5,3,611,171000
9317,7,5,3,425,213000
15523,5,6,3,338,133500
45600,6,8,5,360,240000
9600,6,7,3,512,187000
4435,6,5,1,420,131500
3196,8,5,2,400,215000
7128,7,5,4,240,164000
12095,6,6,3,645,158000
17920,5,4,3,454,170000
6897,5,8,3,260,127000
10970,6,6,3,576,147000
8125,6,5,3,343,174000
10400,7,5,3,479,152000
11029,6,7,4,619,250000
7642,7,8,3,216,189950
11625,5,4,3,504,131500
9672,6,5,3,480,152000
7931,5,5,3,672,132500
8640,7,5,3,529,250580
8750,5,6,3,902,148500
10656,8,5,3,870,248900
6970,4,5,3,544,129000
14762,5,6,2,672,169000
9938,7,5,3,574,236000
6600,5,5,2,308,109500
8750,6,5,3,523,200500
8892,5,7,3,414,116000
12144,5,7,3,288,133000
5720,5,6,3,200,66500
9000,8,5,4,550,303477
25286,4,5,3,648,132250
8834,9,5,4,738,350000
11782,5,7,3,576,148000
7000,5,8,3,336,136500
7024,5,5,2,450,157000
13758,7,5,3,400,187500
9636,6,5,3,389,178000
6204,4,5,5,440,118500
7150,5,5,3,288,100000
5119,9,5,2,506,328900
8393,5,5,4,588,145000
16466,5,7,3,300,135500
15865,8,6,4,621,268000
12160,6,4,2,505,149500
8064,5,7,3,576,122900
11184,6,5,3,440,172500
8414,6,8,3,264,154500
13284,5,5,3,354,165000
7018,5,5,4,400,118858
7056,6,5,4,483,140000
8765,4,6,2,327,106500
7018,5,5,6,528,142953
12919,9,5,2,820,611657
6993,5,7,3,288,135000
7340,4,6,2,684,110000
8712,5,7,2,756,153000
7875,7,5,3,393,180000
14859,7,5,3,690,240000
6173,5,6,3,288,125500
9920,5,5,3,280,128000
13501,8,5,3,865,255000
11500,7,7,3,180,250000
8885,5,5,2,484,131000
12589,6,5,3,390,174000
11600,5,5,5,480,154300
9286,5,7,3,252,143500
6120,5,7,3,450,88000
6270,5,6,4,871,145000
3000,6,5,2,528,173733
2001,4,5,3,286,75000
9000,2,3,1,308,35311
17140,4,6,3,284,135000
13125,7,5,4,833,238000
11029,6,8,3,601,176500
8462,6,5,3,471,201000
8777,5,7,4,0,145900
10237,6,5,3,397,169990
8012,6,5,2,533,193000
10240,6,6,3,612,207500
15611,5,6,3,540,175000
11999,8,5,4,656,285000
9900,7,5,4,486,176000
11838,8,5,3,522,236500
13006,7,5,4,642,222000
8925,8,5,3,610,201000
9100,5,6,2,429,117500
11670,9,5,3,788,320000
8487,7,5,3,570,190000
27650,7,7,4,505,242000
5825,4,5,1,528,79900
10083,7,5,2,555,184900
9675,7,5,3,689,253000
8760,7,5,3,868,239799
24090,7,7,4,349,244400
12640,6,5,4,574,150900
8755,7,5,3,390,214000
7711,4,3,4,0,150000
25000,5,4,4,576,143000
14375,6,6,3,525,137500
8820,5,6,2,456,124900
8163,5,6,3,796,143000
14536,8,5,3,808,270000
14006,7,5,3,474,192500
9360,6,7,3,676,197500
7200,5,8,3,720,129000
7800,5,5,3,300,119900
7200,5,8,2,396,133900
11075,5,4,4,530,172000
9400,6,5,4,0,127500
7136,6,6,4,492,145000
1300,6,6,2,462,124000
7420,5,5,3,576,132000
8450,7,5,3,531,185000
2572,7,5,3,484,155000
7207,5,7,2,0,116500
12227,6,7,4,619,272000
2308,6,6,3,440,155000
11923,9,5,2,702,239000
11316,7,5,4,510,214900
10237,6,5,3,393,178900
9600,5,7,2,256,160000
7390,5,7,3,260,135000
5925,3,6,2,0,37900
10382,6,5,2,264,140000
10800,4,4,4,0,135000
2268,7,5,2,474,173000
7892,6,5,2,264,99500
11639,7,5,3,480,182000
11414,7,8,3,532,167500
2651,7,5,3,490,165000
5900,4,7,2,0,85500
4274,7,5,1,569,199900
9450,4,5,3,400,110000
8816,5,6,3,480,139000
12122,7,9,3,588,178400
12203,8,5,4,676,336000
3182,7,5,2,388,159895
11250,8,5,4,779,255900
10125,5,5,4,539,126000
10880,5,5,3,240,125000
5310,6,8,2,255,117000
10159,9,5,3,606,395192
12046,6,6,4,551,195000
8125,7,5,3,614,197000
9452,8,5,3,870,348000
17671,8,9,4,424,168000
9760,6,8,3,440,187000
8846,6,5,3,564,173900
12456,10,5,3,786,337500
4712,4,7,3,305,121600
10659,5,6,3,368,136500
11717,6,6,2,615,185000
9786,3,4,3,210,91000
6762,7,5,2,632,206000
10206,3,3,2,528,82000
5400,5,6,2,216,86000
11957,8,5,3,824,232000
11500,5,6,4,528,136905
3182,7,5,1,457,181000
8385,5,8,3,328,149900
12155,6,3,3,484,163500
2217,4,4,3,286,88000
12118,7,5,3,550,240000
6000,5,5,4,0,102000
21286,5,5,4,312,135000
9825,5,5,4,0,100000
10592,6,7,3,180,165000
7200,5,4,2,280,85000
11664,6,5,2,240,119200
8400,8,6,3,528,227000
11883,7,5,3,478,203000
5814,8,5,1,565,187500
10784,7,5,3,402,160000
3013,7,5,2,440,213490
7024,4,5,2,451,176000
7406,7,5,2,632,194000
9439,5,5,2,160,87000
3182,7,5,2,437,191000
15498,8,6,2,665,287000
7700,5,5,3,461,112500
9300,5,5,3,461,167500
9520,8,5,3,800,293077
9492,5,5,3,240,105000
1680,6,7,3,264,118000
7082,5,8,5,0,160000
15863,7,3,5,672,197000
14541,8,7,5,796,310000
8125,7,5,3,900,230000
6305,5,7,2,240,119750
11500,4,3,3,290,84000
12898,9,5,2,912,315500
9240,8,5,3,905,287000
1533,4,6,3,0,97000
1477,4,4,1,286,80000
13125,5,4,3,484,155000
9130,6,8,4,484,173000
5381,6,5,1,624,196000
11839,7,5,4,514,262280
9600,8,5,4,542,278000
13680,3,5,4,452,139600
16056,9,5,4,716,556581
9245,5,5,3,672,145000
21750,5,4,3,336,115000
11100,4,7,2,308,84900
8993,7,5,3,436,176485
11175,7,5,3,440,200141
9500,6,6,4,540,165000
8562,5,6,4,364,144500
11367,8,5,3,586,255000
11361,6,5,3,478,180000
7052,7,5,2,484,185850
29959,7,6,3,467,248000
11308,9,5,3,836,335000
11275,6,7,3,432,220000
4920,8,5,2,582,213500
18000,3,4,2,1248,81000
13600,5,5,5,560,90000
6000,6,6,2,440,110500
11000,5,6,3,480,154000
14000,7,5,3,533,328000
7837,6,7,3,380,178000
9760,6,6,4,442,167900
3964,6,4,5,576,151400
9600,5,7,2,576,135000
10152,5,5,3,286,135000
11700,6,6,4,441,154000
7585,5,3,4,280,91500
7950,6,6,3,440,159500
8556,7,5,2,826,194000
13125,7,6,3,240,219500
10800,5,8,3,566,170000
15870,5,5,3,299,138800
4435,6,5,1,420,155900
8775,5,5,3,299,126000
11040,6,7,3,528,145000
7500,5,5,3,308,133000
8749,7,5,3,527,192000
8800,6,6,3,461,160000
13031,6,5,3,409,187500
9069,6,6,2,564,147000
1974,4,5,3,286,83500
10574,8,5,3,1043,252000
2522,7,5,3,380,137500
3316,8,5,1,550,197000
8544,3,4,2,400,92900
2160,7,5,2,462,160000
8400,6,5,4,576,136500
9230,5,8,1,884,146000
5868,5,7,2,308,129000
9317,6,5,3,440,176432
6882,6,7,3,0,127000
3696,8,5,2,461,170000
6000,4,6,3,240,128000
11880,7,5,3,478,157000
8400,2,5,1,246,60000
9758,5,5,3,280,119500
7000,5,7,2,254,135000
8910,6,6,3,539,159500
2016,5,5,3,440,106000
12256,8,5,3,712,325000
10357,7,5,3,719,179900
23257,7,5,3,422,274725
8063,6,5,3,463,181000
11362,8,5,3,862,280000
8000,6,5,3,431,188000
10480,7,6,4,483,205000
7100,5,7,2,308,129900
8923,5,7,2,240,134500
5400,5,7,2,326,117000
12085,8,5,3,928,318000
7750,8,5,3,527,184100
9764,5,7,3,450,130000
13825,5,6,3,300,140000
7560,5,5,3,286,133700
8263,6,5,2,308,118400
10084,7,5,3,782,212900
8926,4,3,3,288,112000
9405,5,9,2,0,118000
9125,7,5,3,392,163900
10434,4,5,2,672,115000
3684,7,5,2,660,174000
14572,7,5,3,630,259000
11796,7,5,4,434,215000
7200,5,5,2,672,140000
7804,4,3,4,576,135000
10712,5,5,3,0,93500
9900,6,4,5,205,117500
9828,8,5,3,466,239500
8773,6,5,3,460,169000
6180,6,5,2,180,102000
9600,6,5,3,288,119000
6342,5,8,2,0,94000
9819,6,5,2,714,196000
8731,5,5,3,495,144000
7350,5,7,2,840,139000
10304,5,7,4,484,197500
9965,8,5,4,1052,424870
9000,5,3,3,0,80000
12180,4,4,2,280,80000
6240,5,6,3,225,149000
11200,6,5,3,403,180000
12000,7,7,3,234,174500
5700,7,7,2,288,116900
9000,7,9,3,324,143000
8280,6,5,2,306,124000
17755,5,4,3,528,149900
14115,6,7,2,470,230000
5890,6,8,2,432,120500
13700,7,6,4,492,201800
10768,5,8,3,528,218000
9350,5,8,3,502,179900
5001,7,5,2,626,230000
11932,8,5,3,830,235128
9120,6,6,4,540,185000
2280,6,5,3,440,146000
14778,6,7,3,924,224000
8724,5,5,3,450,129000
12900,4,4,0,400,108959
16157,5,7,2,588,194000
9541,7,5,3,644,233170
10475,8,5,3,776,245350
10852,6,5,3,472,173000
13728,6,7,4,540,235000
35760,10,5,4,807,625000
9880,6,6,3,358,171000
9120,6,6,3,433,163000
4017,7,5,2,625,171900
18030,5,6,3,0,200500
16560,6,8,4,360,239000
10678,8,5,4,541,285000
6951,5,5,3,264,119500
3950,6,8,3,210,115000
7681,5,6,3,186,154900
8335,5,5,3,0,93000
11170,7,5,4,693,250000
5587,8,5,2,482,392500
15623,10,5,4,813,745000
10800,5,6,2,720,120000
35133,5,4,3,995,186700
9738,5,7,4,392,104900
10615,3,5,3,420,95000
12461,8,5,2,757,262000
8935,7,5,3,493,195000
7500,7,5,3,442,189000
32463,4,4,3,1356,168000
2645,8,5,2,492,174000
9600,5,8,3,250,125000
4500,6,5,2,402,165000
9364,6,7,4,299,158000
8029,6,5,3,400,176000
14054,7,5,4,660,219210
8850,7,6,3,225,144000
9100,7,5,3,573,178000
11235,4,5,3,459,148000
9353,4,5,3,280,116050
10400,7,5,3,546,197900
6000,5,8,3,216,117000
9750,7,5,3,451,213000
10140,5,6,3,495,153500
14684,7,7,3,701,271900
8900,4,4,2,384,107000
9135,6,5,3,544,200000
7763,5,7,3,506,140000
10182,8,5,3,500,290000
11218,6,5,3,462,189000
12134,8,7,4,492,164000
9340,4,6,2,234,113000
10246,4,9,0,364,145000
10205,5,5,3,300,134500
7094,5,5,3,384,125000
8930,6,5,4,539,112000
8640,8,5,3,552,229456
6240,4,5,2,0,80500
1680,6,5,3,0,91500
7800,5,5,2,288,115000
8250,5,5,3,322,134000
10496,6,6,3,315,143000
10680,5,3,4,528,137900
15384,7,5,3,388,184000
10482,6,8,3,264,145000
14598,6,5,4,668,214000
8872,5,8,2,576,147000
8769,9,5,1,1052,367294
7910,5,5,4,404,127000
18890,5,5,4,600,190000
7728,5,6,3,540,132500
9842,4,5,2,462,101800
12160,5,5,3,531,142000
8525,5,6,4,0,130000
13132,5,5,4,180,138887
2628,7,5,2,474,175500
12393,7,5,4,434,195000
13072,6,5,3,484,142500
9037,8,5,2,472,265900
8158,7,5,3,543,224900
9849,7,6,3,954,248328
10625,7,6,3,528,170000
13891,10,5,2,850,465000
11435,8,7,3,400,230000
12090,6,7,3,477,178000
8125,7,5,3,615,186500
12328,6,5,3,888,169900
9600,6,5,3,396,129500
7200,5,7,3,276,119000
11160,7,5,3,522,244000
3136,7,5,2,478,171750
9858,5,6,3,288,130000
17542,7,7,3,518,294000
6931,7,5,3,397,165400
6240,6,6,3,560,127500
14303,8,5,2,691,301500
4060,5,8,2,0,99900
9587,7,5,2,400,190000
9750,6,8,3,460,151000
24682,6,5,3,502,181000
9600,5,6,2,338,128900
11250,4,5,5,304,161500
13515,6,6,3,520,180500
4060,6,5,2,511,181000
3735,7,5,3,506,183900
10120,7,4,4,308,122000
13214,9,5,3,746,378500
14100,8,9,4,1014,381000
11344,5,5,3,315,144000
23595,7,6,0,586,260000
9156,6,7,3,462,185750
13526,5,6,3,288,137000
11512,6,7,2,312,177000
5362,5,6,3,552,139000
11345,5,5,4,400,137000
12936,6,6,3,497,162000
17871,6,5,3,480,197900
9473,8,5,3,577,237000
7500,4,4,2,528,68400
9808,7,5,3,544,227000
8049,7,5,2,484,180000
8800,5,7,3,484,150500
9400,6,5,4,0,139000
9638,6,7,4,336,169000
6000,6,6,4,280,132500
9790,6,5,3,528,143000
36500,5,5,4,390,190000
5664,8,5,2,499,278000
11065,8,5,3,753,281000
14112,5,7,3,484,180500
1680,5,7,3,264,119500
6600,5,4,4,432,107500
10140,7,5,4,528,162900
8172,5,7,2,572,115000
8400,5,5,3,288,138500
8700,5,6,3,525,155000
3675,6,5,2,525,140000
63887,10,5,3,1418,160000
7500,5,7,3,305,154000
10762,7,5,3,490,225000
7500,6,7,3,213,177500
10120,8,5,4,844,290000
8688,7,5,3,834,232000
3363,7,5,3,380,130000
13173,9,5,2,840,325000
6955,7,5,2,474,202500
8072,5,5,3,480,138000
12000,5,7,2,528,147000
7153,6,5,3,496,179200
17500,7,8,3,567,335000
8814,7,5,3,508,203000
9572,8,5,4,750,302000
14774,9,5,4,779,333168
8190,4,6,3,280,119000
11075,6,5,4,576,206900
10226,8,5,3,860,295493
4230,7,5,2,466,208900
14781,8,5,3,748,275000
10215,4,5,3,248,111000
8400,6,3,3,442,156500
6627,3,6,2,287,72500
10186,7,5,3,564,190000
5330,4,7,2,0,82500
9986,8,5,2,895,147000
3636,4,4,2,0,55000
4270,3,6,3,0,79000
6600,5,9,3,264,130500
10440,6,7,5,520,256000
9084,7,5,3,462,176500
10000,8,5,3,825,227000
10780,5,5,3,576,132500
8877,4,6,2,288,100000
7200,5,6,2,297,125500
2368,5,6,3,440,125000
9650,6,5,2,630,167900
9246,5,5,4,506,135000
4118,4,4,2,0,52500
13450,7,5,3,492,200000
9560,5,7,3,288,128500
8294,4,5,3,480,123000
13695,6,5,3,576,155000
9375,8,5,3,647,228500
7558,6,6,3,342,177000
11103,7,5,3,440,155835
6000,4,4,2,308,108500
20781,7,7,3,508,262500
15306,8,5,3,712,283463
16196,7,5,3,514,215000
5250,8,5,4,0,122000
11643,5,5,6,968,200000
9247,6,6,4,490,171000
6000,6,9,2,624,134900
14720,8,5,4,666,410000
10316,7,5,3,839,235000
10192,7,6,4,487,170000
9477,5,5,3,264,110000
12537,5,6,3,500,149900
2117,6,5,3,440,177500
16737,9,5,3,770,315000
9842,5,6,4,621,189000
16158,7,5,3,430,260000
12513,4,4,4,368,104900
8499,6,5,3,432,156932
3180,7,5,2,480,144152
7500,7,5,3,663,216000
9179,7,5,3,588,193000
2665,5,6,4,336,127000
4435,6,5,1,420,144000
10635,8,5,3,502,232000
5400,4,6,2,338,105000
9600,6,6,3,377,165500
9750,7,6,3,583,274300
11400,10,5,2,804,466500
10625,7,5,3,936,250000
10991,8,5,3,722,239000
6292,6,5,2,160,91000
10998,5,5,3,660,117000
1953,6,5,2,264,83000
9735,5,5,3,400,167500
8212,3,3,2,200,58500
12925,6,7,4,550,237500
7200,7,7,4,576,157000
25339,5,7,3,576,112000
9060,6,5,2,280,105000
5436,4,8,3,240,125500
16692,7,5,5,564,250000
8520,6,7,5,216,136000
14892,9,5,3,758,377500
6000,6,6,3,440,131000
9100,7,5,3,541,235000
8944,5,5,4,792,124000
7838,5,5,3,288,123000
10800,6,7,3,672,163000
4045,7,5,2,648,246578
12665,8,5,4,642,281213
57200,5,5,3,572,160000
6120,5,8,4,180,137500
7200,5,4,3,240,138000
6171,6,6,3,216,137450
6000,6,7,3,208,120000
7415,6,5,3,398,193000
6762,7,5,2,662,193879
15256,8,5,3,754,282922
10410,3,4,3,936,105000
3842,8,5,2,482,275000
8445,5,7,2,396,133000
8780,5,5,3,0,112000
7740,4,7,3,528,125500
20544,7,6,3,542,215000
12420,7,5,3,622,230000
9600,6,8,3,271,140000
7200,4,5,2,420,90000
10994,8,5,2,620,257000
13053,6,7,4,370,207000
3635,7,5,1,660,175900
11340,4,6,4,560,122500
16545,8,5,3,1069,340000
9204,5,5,3,336,124000
16381,6,5,3,540,223000
11700,6,6,3,776,179900
4043,6,5,2,440,127500
4435,6,5,1,420,136500
19690,6,7,4,432,274970
9503,5,5,2,484,144000
10721,6,6,3,528,142000
10944,7,5,3,525,271000
10930,5,6,3,288,140000
7200,5,7,2,240,119000
12546,6,7,3,467,182900
21930,5,5,4,372,192140
4928,6,6,2,440,143750
10800,4,6,4,216,64500
10261,6,5,3,451,186500
17400,5,5,3,484,160000
8400,6,9,3,462,174000
9000,4,6,3,528,120500
12444,8,5,2,774,394617
7407,6,7,2,923,149700
11584,7,6,3,550,197000
11526,6,7,3,672,191000
4426,6,5,1,420,149300
11003,10,5,3,812,310000
8854,6,6,2,192,121000
8500,7,5,3,626,179600
8400,6,5,3,240,129000
26142,5,7,3,312,157900
10000,8,5,3,556,240000
11767,4,7,2,384,112000
1533,5,7,1,0,92000
9000,5,5,4,0,136000
9262,8,5,3,840,287090
3675,5,5,2,525,145000
17217,5,5,3,0,84500
7500,7,5,2,400,185000
7917,6,5,3,460,175000
13175,6,6,3,500,210000
9042,7,9,4,252,266500
9717,5,6,2,240,142125
9937,5,6,3,276,147500
